"pageurl","reviews_count","cusines","restaurant_rating","restaurant_cost","address","lat","lon","process_date"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d13508683-Reviews-Sublime_Sandwich_Bar-Santiago_Santiago_Metropolitan_Region.html","55 opiniones","Gastropub, Chilena$$ - $$$","4,5 ","$1.548 - $30.186","Avenida Vitacura 8177, Santiago","-33.38527678991849","-70.55535322938431","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d13229371-Reviews-Peyuco-Santiago_Santiago_Metropolitan_Region.html","20 opiniones","Italiana, Irlandesa","5,0 ","Italiana, Irlandesa, Latina, Pizzería, Comida rápida, Española, Chilena, Sudamericana","Santa Isabel 036, Santiago","-33.447262736597686","-70.6314063769115","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7308149-Reviews-Pikada-Santiago_Santiago_Metropolitan_Region.html","54 opiniones","Pizzería, Chilena$Menú","4,0 ","Pizzería, Chilena, Comida rápida","Avenida Holanda, 180, Santiago","-33.42079086520016","-70.60352297185953","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d10587657-Reviews-Fuente_Italia-Santiago_Santiago_Metropolitan_Region.html","53 opiniones","Chilena, Comida rápida$$ - $$$","4,5 ","Chilena, Comida rápida, Sudamericana","Avenida Condell 1694, Santiago","-33.450140451843744","-70.62490058852224","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d8372017-Reviews-Tino_s_Bar-Santiago_Santiago_Metropolitan_Region.html","67 opiniones","Chilena, Comida rápida$$ - $$$","4,0 ","Chilena, Comida rápida, Internacional, Sudamericana","Pio Nono 108, Santiago","-33.4333068886101","-70.63586512960482","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7161049-Reviews-Aldea_Nativa-Santiago_Santiago_Metropolitan_Region.html","112 opiniones","Saludable$$ - $$$","4,0 ","Saludable","Avenida Tobalaba 1799, Santiago","-33.4293040155519","-70.58751774522469","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7308588-Reviews-Mikan_Sushi-Santiago_Santiago_Metropolitan_Region.html","75 opiniones","Fusión, Japonesa$$ - $$$","4,5 ","Fusión, Japonesa, Sushi, Asiática","Avenida Portugal, 471, Santiago","-33.44814277093762","-70.63538815085916","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d14797889-Reviews-Prima_Bar-Santiago_Santiago_Metropolitan_Region.html","69 opiniones","$$ - $$$Menú","4,0 ","Abierto hasta tarde, Bebidas","General Flores 51, Santiago","-33.427424137659436","-70.61886045614291","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d1126473-Reviews-Gorky-Santiago_Santiago_Metropolitan_Region.html","67 opiniones","Española, Café$$ - $$$","4,5 ","$2.322 - $9.288","Plaza Egana local 24, Santiago","-33.45313875076461","-70.5716216759766","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d3941773-Reviews-Mendo_s-Santiago_Santiago_Metropolitan_Region.html","49 opiniones","Peruana, Mariscos$$ - $$$","4,5 ","Peruana, Mariscos, Sudamericana","Bellavista 185 a - Recoleta, Santiago","-33.43286794316626","-70.64432136166684","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d15614737-Reviews-Clemenza_Pizza_Pasta_Cantina-Santiago_Santiago_Metropolitan_Region.html","38 opiniones","Italiana, Pizzería$$ - $$$Menú","4,5 ","$5.418 - $11.610","San Antonio 797, Santiago","29.41637341265249","-98.52037467155542","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d1070413-Reviews-Bar_Restaurant_de_la_Union-Santiago_Santiago_Metropolitan_Region.html","89 opiniones","Chilena, Bar$$ - $$$","4,0 ","Chilena, Bar, Pub","Nueva York 11, Santiago","41.19855133279462","-73.9801653157135","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d17381363-Reviews-De_Calle-Santiago_Santiago_Metropolitan_Region.html","42 opiniones","Asiática, Fusión$$ - $$$","4,5 ","$4.644 - $13.158","Plaza Egaña 24, Santiago","-33.45313875076461","-70.5716216759766","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d6756027-Reviews-Le_Fournil_Lastarria-Santiago_Santiago_Metropolitan_Region.html","516 opiniones","Café, Francesa$$ - $$$","3,5 ","$7.740 - $15.480","Jose Victorino Lastarria 203, Santiago","-33.43816549549479","-70.641042554554","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d10162888-Reviews-Le_Petit_Bernard-Santiago_Santiago_Metropolitan_Region.html","50 opiniones","Francesa$$ - $$$","4,5 ","$11.610 - $23.220","Jose Miguel de la Barra 423, Santiago","-33.43725870708157","-70.64335126582364","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d6352941-Reviews-Siam_Thai-Santiago_Santiago_Metropolitan_Region.html","188 opiniones","Tailandesa, Asiática$Menú","4,0 ","Tailandesa, Asiática","Avenida Italia 1139, Santiago","-33.44511143158864","-70.62547948808344","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d2170879-Reviews-Caramagnola_Bike_and_Beer-Santiago_Santiago_Metropolitan_Region.html","64 opiniones","Cervecería, Pizzería$$ - $$$Menú","4,0 ","$3.870 - $8.514","Avenida Francisco Bilbao 4471, Santiago","-33.4315184454671","-70.5796779657222","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d12821961-Reviews-Brussels_Heart_of_Chocolate-Santiago_Santiago_Metropolitan_Region.html","151 opiniones","Café$$ - $$$","4,0 ","Café","168 Santa Magdalena, Santiago","-33.419788160963776","-70.61026151540955","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d6510764-Reviews-Huascaran-Santiago_Santiago_Metropolitan_Region.html","72 opiniones","Peruana, Latina$$ - $$$","4,0 ","Peruana, Latina, Mariscos, Española, Sudamericana","Valenzuela Castillo 1269, Santiago","-33.43497692812618","-70.61711241825844","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d12687129-Reviews-Rosita-Santiago_Santiago_Metropolitan_Region.html","162 opiniones","Mexicana, Latina$$ - $$$","4,0 ","$6.966 - $14.706","Pío Nono 73, Santiago","-33.43379877768481","-70.63569764917197","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d15334370-Reviews-Waldo_s-Santiago_Santiago_Metropolitan_Region.html","19 opiniones","Pizzería$","5,0 ","$1.548 - $5.418","Nueva de Lyon 45, Local 5, Providencia, Santiago","-33.42139737523807","-70.6101989203359","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d1082879-Reviews-Chang_Cheng-Santiago_Santiago_Metropolitan_Region.html","75 opiniones","China$$ - $$$","4,0 ","$7.740 - $15.480","Av. Las Condes 7471, Santiago","-33.402383936724526","-70.55566371397664","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d13350958-Reviews-Everyday-Santiago_Santiago_Metropolitan_Region.html","24 opiniones","China, Japonesa$$ - $$$","4,5 ","NA","Santa Magdalena,134, Santiago","-33.42003714876794","-70.6100457305095","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7348769-Reviews-Del_Beto-Santiago_Santiago_Metropolitan_Region.html","138 opiniones","Chilena, Sudamericana$$ - $$$Menú","4,0 ","Chilena, Sudamericana","Llano Subercaseaux 3033, Santiago","-33.48207320621503","-70.64959171400531","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d940282-Reviews-Kitcheng-Santiago_Santiago_Metropolitan_Region.html","231 opiniones","China, Japonesa$$ - $$$","4,0 ","China, Japonesa, Sushi, Asiática","Cristóbal Colon 5930, Santiago","-33.41692237440135","-70.56588828365742","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7352022-Reviews-El_Rincon_Del_Colombiano-Santiago_Santiago_Metropolitan_Region.html","102 opiniones","Sudamericana, Colombiana$$ - $$$","4,0 ","Sudamericana, Colombiana","San Antonio 445, Santiago","-33.37383976851083","-70.51002063851945","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d8425545-Reviews-Costa_Mia-Santiago_Santiago_Metropolitan_Region.html","111 opiniones","Mariscos, Chilena$$ - $$$","4,0 ","Mariscos, Chilena, Sudamericana","Costanera Center, Santiago","-33.41706999999997","-70.60737999999998","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d3600285-Reviews-Benvenutto_Pizza-Santiago_Santiago_Metropolitan_Region.html","38 opiniones","Pizzería$Menú","3,0 ","Pizzería","Avenida Brasil 452, Santiago","-33.439259043020364","-70.66477136234056","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d12997092-Reviews-Gracia_Tapas_Bar-Santiago_Santiago_Metropolitan_Region.html","66 opiniones","Española, Bar$$ - $$$","4,0 ","$3.870 - $23.994","Isidora Goyenechea 3000, Santiago","-33.414263615558006","-70.59851463613022","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7308215-Reviews-Veracepizza-Santiago_Santiago_Metropolitan_Region.html","47 opiniones","Italiana, Pizzería$$ - $$$","4,5 ","Italiana, Pizzería, Comida rápida","José Miguel de la Barra, 486, Santiago","-33.436644891436934","-70.64350603542441","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7658640-Reviews-Domino_s_Pizza-Santiago_Santiago_Metropolitan_Region.html","106 opiniones","Pizzería$","4,0 ","Pizzería","Avenida Manuel Montt 15, Santiago","-33.42907133611285","-70.62023614530548","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d10042171-Reviews-Cacao_Much-Santiago_Santiago_Metropolitan_Region.html","84 opiniones","Café$$ - $$$Menú","4,0 ","Café","Providencia 2400, Santiago","-33.41977420203143","-70.60609653124803","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d816871-Reviews-Qatir-Santiago_Santiago_Metropolitan_Region.html","106 opiniones","Del Medio Oriente$$ - $$$","4,0 ","$15.480 - $19.350","Las Verbenas, Santiago","-33.28321284735211","-70.71610204947288","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d3683355-Reviews-Sol_Sublime-Santiago_Santiago_Metropolitan_Region.html","64 opiniones","Peruana, Mariscos$$ - $$$Menú","4,0 ","Peruana, Mariscos","Avenida Principe de Gales 6580, Santiago","-33.438485685044526","-70.56381876681682","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d10758517-Reviews-Garage_0276-Santiago_Santiago_Metropolitan_Region.html","57 opiniones","Comida rápida, Venezolana$$ - $$$Menú","4,5 ","NA","Avenida Tomas Moros 679, Santiago","-33.41438650069249","-70.55273030365272","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d14040787-Reviews-Marlon-Santiago_Santiago_Metropolitan_Region.html","41 opiniones","Bar, Chilena$$ - $$$","4,5 ","Bar, Chilena, Cajún y criolla, Comida rápida, Pub, Sudamericana","Andrés Bello 2233, Providencia, Santiago","-33.41976075742971","-70.61046336718799","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d6412313-Reviews-Bar_Don_Rodrigo-Santiago_Santiago_Metropolitan_Region.html","71 opiniones","Bar, Pub$$ - $$$","4,0 ","Bar, Pub","Victoria Subercaseaux 353, Santiago","-33.43800091895093","-70.64302994073523","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d3389988-Reviews-Italita_Pizza-Santiago_Santiago_Metropolitan_Region.html","53 opiniones","Italiana, Pizzería$$ - $$$Menú","4,5 ","Italiana, Pizzería, Chilena, Estadounidense, Comida rápida, Sudamericana, Napolitana, De Campania, Del sur italiano","Nueva Los Leones 0144, Santiago","-33.4189473938484","-70.60718074438796","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d8673178-Reviews-Campeche-Santiago_Santiago_Metropolitan_Region.html","64 opiniones","Comida rápida$$ - $$$","4,0 ","Comida rápida","Avenida Alcalde Fernando Castillo Velasco 8751, Santiago","-33.451563310577626","-70.54062554593456","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d17277474-Reviews-Brasserie_Fuente_Belga-Santiago_Santiago_Metropolitan_Region.html","39 opiniones","Cervecería, Belga$$ - $$$Menú","4,5 ","Cervecería, Belga, Delicatessen","Alonso De Cordova 4352, Santiago","-33.40358211183575","-70.58745444809283","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d10464688-Reviews-Mexicana_Restoran-Santiago_Santiago_Metropolitan_Region.html","75 opiniones","Mexicana$$ - $$$","4,0 ","Mexicana","Seminario 621, Santiago","-33.44931579378497","-70.62798219568344","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d1072710-Reviews-Waya_s_Gyros-Santiago_Santiago_Metropolitan_Region.html","63 opiniones","Comida rápida, Griega$","4,5 ","Comida rápida, Griega","Proviencia con Román Diaz, Santiago","-33.43461998167812","-70.62059998889147","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d10159428-Reviews-La_Casa_Vieja-Santiago_Santiago_Metropolitan_Region.html","112 opiniones","Chilena$$ - $$$","4,0 ","Chilena","Avenida Manuel Montt 1631, Santiago","-33.44280736886143","-70.61479973134622","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d8288178-Reviews-Pizzeria_Tio_Tomate-Santiago_Santiago_Metropolitan_Region.html","387 opiniones","Pizzería, Chilena$$ - $$$","4,0 ","Pizzería, Chilena, Sudamericana","El Manio 1620, Santiago","-33.40107974300298","-70.59218653456625","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d3420471-Reviews-Trattoria_Val_D_Aosta-Santiago_Santiago_Metropolitan_Region.html","32 opiniones","Italiana$$ - $$$","4,5 ","Italiana","El Aguilucho 3510, Santiago","-33.44272567831387","-70.59464126172888","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7596615-Reviews-Puro_Bistro-Santiago_Santiago_Metropolitan_Region.html","50 opiniones","Argentina, Sudamericana$$ - $$$","4,0 ","Argentina, Sudamericana","San Sebastián 2800, Santiago","-33.415594124129306","-70.60144411120764","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d4593380-Reviews-Bar_Italia-Santiago_Santiago_Metropolitan_Region.html","242 opiniones","Contemporánea$$ - $$$Menú","3,5 ","$10.836 - $23.220","Avenida Italia 1423, Santiago","-33.447561296699156","-70.62475050972351","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d4039553-Reviews-Zocca_Pizza_Pasta-Santiago_Santiago_Metropolitan_Region.html","643 opiniones","Italiana, Pizzería$$ - $$$","3,5 ","Italiana, Pizzería","Dardignac #073, Santiago","-33.43326427782903","-70.63501661878931","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d968767-Reviews-Shoo_Gun-Santiago_Santiago_Metropolitan_Region.html","122 opiniones","Japonesa, Sushi$$ - $$$","4,0 ","Japonesa, Sushi, Asiática","Enrique Foster Norte 172, Santiago","-33.41382684485542","-70.59484064850813","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d15801762-Reviews-Comedor_Central-Santiago_Santiago_Metropolitan_Region.html","53 opiniones","Chilena, Mariscos$$ - $$$","4,0 ","$7.740 - $19.350","Portal Bulnes, Santiago","-33.59849594050236","-70.70307599672496","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d811303-Reviews-El_Otro_Sitio-Santiago_Santiago_Metropolitan_Region.html","143 opiniones","Peruana, Latina$$ - $$$","4,0 ","Peruana, Latina, Sudamericana","Antonia Lopez de Bello 53, Santiago","-33.43214790570811","-70.63545699673756","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7349453-Reviews-Los_Tesoros_Del_Inca-Santiago_Santiago_Metropolitan_Region.html","88 opiniones","Peruana, Mariscos$$ - $$$","4,0 ","Peruana, Mariscos, Sudamericana","Monjitas, 795, Santiago","-33.43698001422821","-70.64844850942691","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d9593120-Reviews-El_Chancho_Seis-Santiago_Santiago_Metropolitan_Region.html","42 opiniones","Chilena$Menú","4,5 ","Chilena","Huerfanos 3025, Santiago","-33.44237652178431","-70.6766720342778","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d1100902-Reviews-Guria-Santiago_Santiago_Metropolitan_Region.html","122 opiniones","Española, Mariscos$$ - $$$Menú","4,0 ","$3.870 - $30.960","Manuel Antonio Maira 1296, Santiago","-33.44266867110051","-70.61505490674591","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d8331151-Reviews-Civico_Las_Condes-Santiago_Santiago_Metropolitan_Region.html","92 opiniones","Chilena, Sudamericana$$ - $$$","4,0 ","$11.610 - $27.090","Presidente Riesco 5685, Santiago","-33.4040289661549","-70.57358909963072","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d11771611-Reviews-Le_Sandwich-Santiago_Santiago_Metropolitan_Region.html","64 opiniones","Comida rápida$$ - $$$Menú","4,0 ","Comida rápida","Av. Raúl Labbe 12863 - La Dehesa, Santiago","-33.36399007718256","-70.5138000477522","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7201839-Reviews-El_Ajicito-Santiago_Santiago_Metropolitan_Region.html","68 opiniones","Peruana$$ - $$$","4,0 ","Peruana","Cóndor 743, Santiago","-33.44960052808589","-70.64541622243873","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d6225224-Reviews-Romasanta-Santiago_Santiago_Metropolitan_Region.html","100 opiniones","Internacional, Gastropub$$ - $$$Menú","4,0 ","Internacional, Gastropub","Huérfanos 1454, Santiago","-33.44027682840209","-70.65666309968597","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7051615-Reviews-La_Fuente_Reina-Santiago_Santiago_Metropolitan_Region.html","328 opiniones","Cervecería, Pizzería$$ - $$$","3,5 ","$11.610 - $23.220","Echeñique 8540, Santiago","-33.44181471311574","-70.54344427222117","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d12997092-Reviews-Gracia_Tapas_Bar-Santiago_Santiago_Metropolitan_Region.html","66 opiniones","Española, Bar$$ - $$$","4,0 ","$3.870 - $23.994","Isidora Goyenechea 3000, Santiago","-33.414263615558006","-70.59851463613022","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d3600285-Reviews-Benvenutto_Pizza-Santiago_Santiago_Metropolitan_Region.html","38 opiniones","Pizzería$Menú","3,0 ","Pizzería","Avenida Brasil 452, Santiago","-33.439259043020364","-70.66477136234056","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d15694548-Reviews-Barra_Chalaca-Santiago_Santiago_Metropolitan_Region.html","38 opiniones","Peruana, Mariscos$","4,0 ","Peruana, Mariscos, Latina, Española, Sudamericana","Av. Pdte. Kennedy 5413, Santiago","-33.401984775944534","-70.58031541712118","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d7308394-Reviews-Bar_Nacional_1-Santiago_Santiago_Metropolitan_Region.html","73 opiniones","Chilena$$ - $$$","4,0 ","Chilena","Matías Cousiño, 54, Santiago","-33.44242793204708","-70.64975258394183","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d8825670-Reviews-Lincontro_Cafe-Santiago_Santiago_Metropolitan_Region.html","41 opiniones","Café$$ - $$$","4,0 ","Café","Londres 68, Santiago","-33.44497484984708","-70.64827274923539","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d8277096-Reviews-Emporio_La_Rosa_Espacio_M-Santiago_Santiago_Metropolitan_Region.html","50 opiniones","$$ - $$$","4,0 ","Desayuno","Compania De Jesus 1230, Santiago","-33.43882930684315","-70.65392053610837","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d2061453-Reviews-Vaquita_Sabrosa-Santiago_Santiago_Metropolitan_Region.html","95 opiniones","Churrasquería, Chilena$$ - $$$Menú","4,0 ","Churrasquería, Chilena, Parrillada, Sudamericana","Antonia Lopez de Bello 61, Santiago","-33.43211130336426","-70.63539478642737","2020-01-13"
"https://www.tripadvisor.cl/Restaurant_Review-g294305-d799795-Reviews-Santo_Remedio-Santiago_Santiago_Metropolitan_Region.html","139 opiniones","Bar, Fusión$$ - $$$","4,0 ","Bar, Fusión","Roman Díaz 152, Santiago","-33.431582588118204","-70.62166741895092","2020-01-13"
